incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001511352,IBERIA,IBERIA,06/04/2021 12:53,,Assigned,[SEG010] Usuario fallo sincronía,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,ACCESS FAILURE,PASSWORD,25,HANGAR 5,SOPORTE PRODUCCION H6 CAD (AMIRD1PH)
INC000001511299,IBERIA,IBERIA,06/04/2021 11:59,,Assigned,Sincronizar contraseña del PC con la contraseña de dominio,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,ACCESS FAILURE,,25,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),LINEA PRODUCCIÓN ELECTRIC (AMICN0AF)
INC000001511273,IBERIA,IBERIA,06/04/2021 11:33,,Assigned,Incidencia TKT no carga reembolso,SAPAS,Application Tower,PSS,Baja,"Asignar a quien corresponda. El error viene dado por que el servicio de Wirecard no esta operativo, se le notificó al Iberia hace aproximadamente un mes que dejaria de estar operativo y no realizaron acción alguna. Estan pendientes de aportar alguna solución como el uso de otro proveedor.",Mantenimiento Pasaje,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,25,TERMINAL T4,U.A.C_VENTAS_SPV. (AHMAC01V)
INC000001511262,IBERIA,IBERIA,06/04/2021 11:13,,Assigned,Fallo Software:no actualiza el antivirus,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-09T00:00:00Z,SOFTWARE FAILURE,,25,HANGAR 7,PINTURA (AMIRT0GA)
INC000001511179,IBERIA,IBERIA,06/04/2021 10:39,,Assigned,Revisión antivirus: no inicia sesion correctamente por mala actualizacion del antivirus,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-26T00:00:00Z,PERFORMANCE ISSUE,HANG,25,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),INSPECTORES ALEATORIOS HM (AM70HYAL)
INC000001511086,IBERIA,IBERIA,06/04/2021 09:14,,Assigned,Fallo Software: no puede iniciar sesion en ordenador,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,SOFTWARE FAILURE,,25,TALLER MOTORES,MNG. UTILLAJE (AMRF02)
INC000001510771,IAG CARGO,IAG CARGO,05/04/2021 17:21,,Pending,[OPTIMA]Booking dimensions availability,CARGO-OPTIMA ACN,Application Tower,CARGO,Baja,"4.29-[OPTIMA]-User update : The user cannot create any restrictions. It only requests an availability for certain criteria: - Routing - Date - Commodity - Pieces - Weight - Dimensions - Allocation - etc. Based on the availability response received from Optima, the booking request is made. Therefore, if there is any restriction in Optima for the dimensions of the request, it should not offer availability to the user or at least inform of such restriction. 4.28-[OPTIMA]-Final Chaser has been sent to the user 4.26-[OPTIMA]-Chaser has been sent to the user 4.20-[OPTIMA]-Chaser has been sent to the user 4.19-[OPTIMA]-AFLS updated the following : We have checked the user reported issue and understand that when performing the availability search for MIL - ORD and the length given in the request is 330. And when performing the booking for MXP - ORD the length given in the request is 362.But the user expectation is to reject the booking due to no large booking options for ORD. In OPTIMA we can restrict the bookings based on the length ,width ,height ,MAX_NBR_PIECES ,MAX_WT_PER_PIECE , MAX_SUM_W_L_H by using the PIECE_LMT_BY_PROD restriction. When we were checking for the restriction for the ORD by matching the above attributes we couldn't see PIECE_LMT_BY_PROD restriction created for ORD. Can you please ask the user to create a PIECE_LMT_BY_PROD restriction for ORD to restrict the large bookings ? 4.16-[OPTIMA]-The local office informed the customer that there were no large booking options for ORD, however, those options were shown to the user as available, so the customer asks us if the availability is wrong. Currently pending with AFLS 4.15-[OPTIMA]-Chaser has been sent to the user 4.13-[OPTIMA]-Chaser has been sent to the user 4.9-[OPTIMA]-Chaser has been sent to the user 4.7-[OPTIMA]-Below update from AFLS has been shard with the user : ____________________________________ From the above ticket, we understand that this booking made with the dimensions L x W x H 362x90x299 and booking has been accepted, but the expectation is to reject due to the size of the cargo. Please let us know if our understanding is correct or please explain in detail the issue which you are facing. Could you please check and advise us accordingly ? 4.6-INC20589740 raised at AFLS's end",Mantenimiento Cargo,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,26,SIN IDENTIFICAR (LHR/NewBusCntr/S122),
INC000001510761,IBERIA,IBERIA,05/04/2021 16:33,,Assigned,SIN SISTEMA,Comunicaciones América,Network Tower,Network Tower,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-05T00:00:00Z,SOFTWARE FAILURE,PC SOFTWARE,26,SIN IDENTIFICAR,
INC000001510406,IBERIA,IBERIA,05/04/2021 08:21,,Assigned,N - Fallo Software: Verificar si ordenador requiere actualizaciones,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,"Checked with user, user informed there is no issue with her computer right now. user informed she is getting calls from Microsoft . Informed to user we only check desktop issue. User don't have any issue with her computer. Hence we are closing the ticket with user confirmation",Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,26,NEO-MARTINEZ VILLERGAS 49,DESPACHO VUELOS_PLANES VU (AVCC00PV)
INC000001510224,IBERIA,IBERIA,04/04/2021 00:53,,Pending,Dispositivo averiado.,Mobiles,Network Tower,Network Tower,Media,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-28T00:00:00Z,TELEPHONY FAILURE,DEVICE,27,SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL),TMA JEFE RAMPA CORTO Y ME (AMNLP0LC)
INC000001509996,IBERIA,IBERIA,02/04/2021 12:33,,Assigned,LINUX_sun - beml: URL error no se ha podido conectar con cat MAINURLS.config | grep -i https://inci.,Gestores Cambio,UNKNOW,UNKNOW,Media,,Dirección de Sistemas,INCIDENT,2021-04-05T00:00:00Z,PERFORMANCE ISSUE,,29,SIN IDENTIFICAR,
INC000001509838,IBERIA,IBERIA,01/04/2021 19:47,,Pending,Dispositivo averiado. J5,Mobiles,Network Tower,Network Tower,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-28T00:00:00Z,TELEPHONY FAILURE,DEVICE,30,TERMINAL T4,DESP.AVIONES_SPV (AHMDC01V)
INC000001509801,IBERIA,IBERIA,01/04/2021 15:19,,Assigned,CONTRASEÑA USUARIO IBPLUS,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,30,SIN IDENTIFICAR,
INC000001509775,IBERIA,IBERIA,01/04/2021 13:38,,Assigned,"Hi Team, My Iberia user id TCS.KMURUGAIYAN is effectively blocked (frozen) in AD.Kindly check it.so",MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,NETWORK ACCESS,30,SIN IDENTIFICAR,
INC000001509691,IBERIA,IBERIA,01/04/2021 10:21,,Assigned,I1_SOC-1980 - I1-CredentialAccess-T1110-FailedLogonsToManyHostsFromSingleHostWindows-SPL001,ServiceNow CMDB Project Team,UNKNOW,UNKNOW,Media,,Unidad Control del Servicio,INCIDENT,2021-04-02T00:00:00Z,SECURITY ISSUE,,30,SIN IDENTIFICAR,
INC000001509563,IBERIA,IBERIA,31/03/2021 17:59,,Assigned,Areas de Servicio que usan Sendgrid,Microsoft o365 Infrastructure,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-03-31T00:00:00Z,SECURITY ISSUE.CYBERATTACKS,PHISING,31,SIN IDENTIFICAR,
INC000001509558,IAG CARGO,IAG CARGO,31/03/2021 17:15,,Pending,[OPTIMA] Missing quotes from IAD to BCN,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,4.29-We have tried to capture the availability request for the user mentioned OD IAD-NCL in the given timestamp. We don't see any availability request for IAD-NCL. We have captured the all the availability requests for the user mentioned timestamp. 4.28-[OPTIMA]- Chaser sent to AFLS 4.23-[OPTIMA]-User updates have been shared with the suppliers 4.22-[OPTIMA]-Have asked AFLS to search the logs during the mentioned time-period. We are unable to get the xmls. 4.20-[OPTIMA-Pending discussion with internal tem] 4.15-[OPTIMA]-We have involved CAPWTO team as well with ebooking team on email 4.14-[OPTIMA]-Have asked user to share xmls 4.13-Have asked user to let us know if we can link it with INC000001507190 4.6-INC20589829 has been raised at AFLS's end.,Mantenimiento Cargo,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,31,SIN IDENTIFICAR (LHR/NewBusCntr/S122),
INC000001509536,IBERIA,IBERIA,31/03/2021 15:48,,Assigned,[COM] CKI | ERROR UPP CKI - INVALID_PAYABLE_UPGRADING & UNDEFINED_ERROR,gar_front_ibis_wcs,Delivery,Delivery,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-14T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,31,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001509455,IBERIA,IBERIA,31/03/2021 12:09,,Assigned,[NDCSUPPORT]Error no controlado en OrderRetrieve (mapContactList),NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15903,MANTENIMIENTO IB.COM,INCIDENT,2021-04-05T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,31,SIN IDENTIFICAR,
INC000001509452,IAG CARGO,IAG CARGO,31/03/2021 12:03,,Pending,XPS bookings transhipping LHR under the 6 hour min conx time being auto accepted on A6F,CARGO-OPTIMA ACN,Application Tower,CARGO,Baja,"4.28-[OPTIMA]- Update from AFLS has been shared with user 4.26-[OPTIMA]-CHaser sent to AFLS 4.22-[OPTIMA]-User query has been shared with AFLS 4.20-[OPTIMA]-chaser sent to User 4.13-[OPTIMA]-CHaser sent to AFLS 4.9-As Simon mentioned, we could see from second to sixth version of booking the connection time is 4 Hours 55 Minutes its less than 6 hours. 2nd Version 15752955 78 BA 3/30/2021 0:00 ACC LHR ACC LON 1 3/30/2021 0:00 3/31/2021 0:00 2155 0 550 1 77J 15754315 3386 BA 3/31/2021 0:00 LHR FRA LON FRA 1 3/31/2021 0:00 3/31/2021 0:00 1045 0 1320 0 A6F 3rd Version 15752955 78 BA 3/30/2021 0:00 ACC LHR ACC LON 1 3/30/2021 0:00 3/31/2021 0:00 2155 0 550 1 77J 15754315 3386 BA 3/31/2021 0:00 LHR FRA LON FRA 1 3/31/2021 0:00 3/31/2021 0:00 1045 0 1320 0 A6F 4th Version 15754317 78 BA 3/31/2021 0:00 ACC LHR ACC LON 1 3/31/2021 0:00 4/1/2021 0:00 2155 0 550 1 77J 15755888 3386 BA 4/1/2021 0:00 LHR FRA LON FRA 1 4/1/2021 0:00 4/1/2021 0:00 1045 0 1320 0 A6F 5th Version 15752955 78 BA 3/30/2021 0:00 ACC LHR ACC LON 1 3/30/2021 0:00 3/31/2021 0:00 2155 0 550 1 77J 15755888 3386 BA 4/1/2021 0:00 LHR FRA LON FRA 1 4/1/2021 0:00 4/1/2021 0:00 1045 0 1320 0 A6F 6th Version 15754317 78 BA 3/31/2021 0:00 ACC LHR ACC LON 1 3/31/2021 0:00 4/1/2021 0:00 2155 0 550 1 77J 15755888 3386 BA 4/1/2021 0:00 LHR FRA LON FRA 1 4/1/2021 0:00 4/1/2021 0:00 1045 0 1320 0 A6F In order to confirm we have checked the connection time restrictions for LHR and could see two restrictions are getting matched in this booking criteria. RS_APT_CONNTIME_KEY OWNER_CODE AIRPORT_CODE EQUIVALENT_AIRPORT_CODE ROUTE_POS_CODE TYPE_OF_AIRCRAFT ORIGIN_GROUP DEST_GROUP CARRIER_GROUP_CODE PRODUCT_GROUP_CODE SPH_GROUP_CODE COMMODITY_GROUP_CODE UN_GROUP_CODE PERIOD_BEGIN_DT PERIOD_END_DT FREQUENCY LOOSE_MIN_CONNECTION_TIME LOOSE_MAX_CONNECTION_TIME UNIT_MIN_CONNECTION_TIME UNIT_MAX_CONNECTION_TIME 4984 BA LHR LHR T F XPS ######## ######## 1234567 239 4320 179 4320 6493 BA LHR LHR T A6F F ######## ######## 1234567 359 2880 359 2880 1 st one got matched based the PRODUCT_GROUP and the LOOSE_MIN_CONNECTION_TIME is 239 mins is around 4 hours. 2nd one is got matched based on the AIRCRAFT_TYPE and the minimum connection time is 359 mins is around 6 hours. We understand that when comparing to the both restrictions first one got matched to our booking criteria based on the connection time 4 Hours 55 Minutes for the second segment LHR-FRA. Still we need to do a similar data setup in our local environment to confirm whether our above understanding is correct . We will check the same in our local environment and keep you posted on updates. 4.6-[OPTIMA]-Simon has asked why the 6 hour minimum connection time restriction in OPTIMA was not applied to this booking. 4.6-[OPTIMA]-Currently pending with OPTIMA Biz",Mantenimiento Cargo,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,31,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001509443,IBERIA,IBERIA,31/03/2021 21:23,,Assigned,"Fallo Software: Al abrir Power Point los enlaces de youtube que están dentro del powerpoint , no se",MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-19T00:00:00Z,SOFTWARE FAILURE,,31,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001509424,IBERIA,IBERIA,31/03/2021 16:25,,Assigned,SCOM - Windows on ibexp060padc01-3a38ad4b-5304-44f4-ba3d-e0aa79c2a9a6_The number of command line arg,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,PERFORMANCE ISSUE,,31,SIN IDENTIFICAR,
INC000001509385,IBERIA,IBERIA,31/03/2021 13:44,,Pending,[COM] IBPURC | Error SSE_ORM_900555: “La orden no se puede emitir o ya ha sido emitida”,AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,31,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001509235,IBERIA,IBERIA,31/03/2021 09:46,,Assigned,error jerarquia en correo electronico.,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,,31,NEO-MARTINEZ VILLERGAS 49,DELEG TERRITORIAL ESPAÑA (ACVEM0)
INC000001509165,IAG CARGO,IAG CARGO,30/03/2021 19:47,,Pending,[CARGO PORTAL] INC0181229,CARGO-PORTAL,Application Tower,CARGO,Media,,Mantenimiento Cargo,INCIDENT,2021-04-12T00:00:00Z,SOFTWARE FAILURE,,32,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001509131,IBERIA,IBERIA,31/03/2021 02:30,,Assigned,msg=SCOM - Windows on d102ac09-a22663a1-d362-4e30-9795-d43a518f3007_D102AC09.delegaciones.iberia.i,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-15T00:00:00Z,PROCESS FAILURE,,31,SIN IDENTIFICAR,
INC000001509093,IBERIA,IBERIA,30/03/2021 19:04,,In Progress,"PD:IB6659/01APRMAD,NAMFLORES",RESIBER GARANTIA CKI,Delivery,Delivery,Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-14T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,32,SIN IDENTIFICAR (Madrid),
INC000001508986,IBERIA,IBERIA,30/03/2021 12:06,,Assigned,-[SRV] Bonos | Pago con bono: Error PMT_PPM_DISCOUNT_8102,Digital Business,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,32,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508979,IBERIA,IBERIA,30/03/2021 11:59,,Assigned,[SRV] Bonos | Pago con bono: Error PMT_PPM_8017,Digital Business,Application Tower,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,32,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508943,IBERIA,IBERIA,30/03/2021 17:11,,Assigned,[COM046] Incident Multinúcleo: AM_MTO_IBCOM /Priority: LOW,MN_SUPPORT_GAR,Delivery,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-01T00:00:00Z,SOFTWARE FAILURE,,32,SIN IDENTIFICAR,
INC000001508880,IBERIA,IBERIA,30/03/2021 12:02,,In Progress,[GLE001] SAP CFS - DOC module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,,Mantenimiento Financiero,INCIDENT,2021-04-08T00:00:00Z,SOFTWARE FAILURE,,32,SIN IDENTIFICAR,
INC000001508811,IBERIA,IBERIA,30/03/2021 08:59,,Assigned,IB+ | [FF30447825] No le llega PIN de ninguna manera,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,32,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508732,IBERIA,IBERIA,30/03/2021 09:05,,Assigned,IB+ | [IB2164473] No le llega PIN de ninguna manera,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,32,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508728,IBERIA,IBERIA,30/03/2021 08:34,,Assigned,IB+ | No reciben PIN salvo por SMS,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,32,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508667,IBERIA,IBERIA,29/03/2021 19:39,,Assigned,DAT002: Incidencia TS Client y Resiber W7SDRKP02,AIRPORT2_ELS,Delivery,Delivery,Baja,,Mantenimiento Aeropuertos,INCIDENT,2021-04-27T00:00:00Z,ACCESS FAILURE,,33,NEO-MARTINEZ VILLERGAS 49,OPERACIONES (AHAG00)
INC000001508561,IBERIA,IBERIA,29/03/2021 16:07,,Assigned,LINUX_sun - Parametro /MEMORY/MEMORY/MEMAppUsablePerc esta en WARNING. Valor: 9.69 mc_host=ibcesit2,ORACLE-ACS-WCS-SUPPORT,Server Tower,Server Tower,Media,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-17T00:00:00Z,PERFORMANCE ISSUE,,33,SIN IDENTIFICAR,
INC000001508558,IBERIA,IBERIA,29/03/2021 15:48,,Assigned,"[CYB] No llega la respuesta de DecisionManayer en TRX Full Voucher, TIMEOUT,TIMEOUT en ID_OBS=257",Digital Business,Application Tower,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-16T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508547,IBERIA,IBERIA,29/03/2021 15:34,,Pending,Nuevo acceso a Hyperon desde PC portatil,IAG EUC Support,EUC,EUC,Baja,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-27T00:00:00Z,ACCESS FAILURE,PERMISSIONS,33,TERMINAL T4,AEROPUERTO MADRID BARAJA (AH1000)
INC000001508521,IBERIA,IBERIA,29/03/2021 14:22,,Assigned,[API-CYB] MDD31-Document Type sin info de EMD para reservas del flujo de MMB_ATC con PENALTY FEE,gar_front_ibis_wcs,Delivery,Delivery,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508520,IBERIA,IBERIA,29/03/2021 14:10,,Pending,[IBPAY] No se pueden descargar informes en consola Iberia Pay,MTO_TERCEROS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-03-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508518,IBERIA,IBERIA,29/03/2021 14:04,,Pending,[NDCSUPPORT] Illegal instant due to time zone offset transition (daylight savings time 'gap'),AM_MTO_IBIS,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-27T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,SIN IDENTIFICAR,
INC000001508516,IBERIA,IBERIA,29/03/2021 13:58,,In Progress,[COM] PAYMENT | [KK5BD] Pago completo con bono no solicitado pero no terminado,SERVICIOSRESIBER,Application Tower,PSS,Media,,Mantenimiento Pasaje,INCIDENT,2021-04-27T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508499,IBERIA,IBERIA,29/03/2021 13:38,,Pending,[COM] PAYMENT|Se cobra CCF a TIT del PlanSantanderOne que no valida su BIN,Digital Business,Application Tower,Ib.com,Media,[DS] Pendiente de Negocio,MANTENIMIENTO IB.COM,INCIDENT,2021-04-07T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508439,IBERIA,IBERIA,29/03/2021 16:39,,Pending,[FRAUD]|Error en flujo ante respuesta “TIMEOUT” de Cybersource,Digital Business,Application Tower,Ib.com,Media,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508404,IBERIA,IBERIA,29/03/2021 14:12,,Assigned,MAIL | Inconsistencia Timestamp envoi mail por SF en las herramientas de analítica,Digital Business,Application Tower,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508376,IBERIA,IBERIA,29/03/2021 12:51,,Assigned,[COM] Detalle Partners - Partners que también te pueden interesar muestra partners caducados,Digital Business,Application Tower,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-16T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001508337,IBERIA,IBERIA,29/03/2021 11:18,,Assigned,Incidencia CKI - Caso raro-incidencia en UPG,Digital Business,Application Tower,Ib.com,Media,4/6/2021[ NIIT.SKULYANA] Analysis shared with client and waiting for response,MANTENIMIENTO IB.COM,INCIDENT,2021-04-21T00:00:00Z,SOFTWARE FAILURE,,33,NEO-MARTINEZ VILLERGAS 49,PROPUESTA PRODUC Y DESEMP (ACP0AN)
INC000001508315,IBERIA,IBERIA,29/03/2021 10:33,,Assigned,Incidencia en EMDs bono regalo F/0LA,APP_WAR_PSS-BASELINE,Delivery,Delivery,Media,,Mantenimiento Pasaje,INCIDENT,2021-04-12T00:00:00Z,COMMUNICATIONS FAILURE,,33,EDIF.110 - ALMACENES GENERALES,RESP. CTROL ING Y GEST. A (3KEMI0)
INC000001508267,IBERIA,IBERIA,29/03/2021 09:19,,Assigned,[NDCSUPPORT]Error no controlado en OrderChange con oferta caducada,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15882,MANTENIMIENTO IB.COM,INCIDENT,2021-03-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,SIN IDENTIFICAR,
INC000001508257,IBERIA,IBERIA,29/03/2021 08:49,,Pending,Carga de Remarks en OBI sigue sin estar correcta,Aplicaciones BI,Application Tower,BI,Media,Pendiente de subida de código por corrección,Mantenimiento BI,INCIDENT,2021-04-22T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,NEO-MARTINEZ VILLERGAS 49,ANALISIS OPER Y VIG & GES (APP005)
INC000001508232,IBERIA,IBERIA,29/03/2021 10:48,,Assigned,[NDCSUPPORT]Error de esquema en reshop por no tener datos de contacto (manipulación por fuera),NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15884,MANTENIMIENTO IB.COM,INCIDENT,2021-03-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,33,SIN IDENTIFICAR,
INC000001507565,IAG CARGO,IAG CARGO,26/03/2021 14:04,,Pending,[OPTIMA] INC0179253 OPTIMA ST,CARGO-OPTIMA ACN,Application Tower,CARGO,Media,4.28-[OPTIMA]-chaser sent to the user 4.26-[OPTIMA]-chaser sent to the user 4.22-[OPTIMA]-Update from AFLS shared with user. 4.20-[OPTIMA]-Chaser sent to AFLS 4.15-[OPTIMA]-Chaser sent to AFLS 4.13-[OPTIMA]-Chaser sent to AFLS 4.9-[OPTIMA]-Update from user has been shared with the suppliers 4.6-[OPTIMA]-Update from AFLS has been shared with the user 4.1-[OPTIMA]-Chaser has been sent to the suppliers 3.30-[OPTIMA]-Chaser has been sent to the suppliers,Mantenimiento Cargo,INCIDENT,2021-04-28T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,36,SIN IDENTIFICAR (MADRID BARAJAS),
INC000001507559,IBERIA,IBERIA,26/03/2021 11:33,,Pending,[COM] | Error validación bono: Ya existe un bono con este código,AM_MTO_IBCOM,Application Tower,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-30T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,36,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001507551,IBERIA,IBERIA,26/03/2021 11:24,,Assigned,[COM018] | Error validación bono [FRAM_C0001] NOT_REGISTERED_CONVERTER,Digital Business,Application Tower,Ib.com,Baja,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-15T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,36,MANDOS,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001507502,IBERIA,IBERIA,26/03/2021 12:26,,Assigned,[NDCSUPPORT] Descuadre de precios tras reemisión por fuera,NDC - DESARROLLO ELS - GARANTIA,Delivery,Ib.com,Baja,https://transform.atlassian.net/browse/NDC-15877,MANTENIMIENTO IB.COM,INCIDENT,2021-03-29T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,36,SIN IDENTIFICAR,
